ts,open,high,low,close,volume
1528,15.387706030299151,27.031768798828125,15.387706030299151,27.031768798828125,866186
1529,27.031764580419374,37.084519681580225,27.031764580419374,33.94271469116211,237294123
1529,34.78428381643972,38.533028736906864,34.223247376091564,36.70200729370117,495817133
1530,35.8604469186043,37.997486838338006,33.090965924975315,36.15116500854492,317184573
1531,36.11036953265018,45.12266377134513,35.2484132552064,42.17976760864258,372974216
1531,42.17975859188227,46.504843327709615,40.62925744186299,46.37733459472656,275426102
1532,45.39297115015274,48.49397710896064,38.59422575652919,38.78804016113281,286796353
1532,39.01755844429006,39.44598700396124,35.018895389480775,35.49832534790039,182243154
1533,35.192308150985255,38.58913175083387,34.47826051700112,37.96689224243164,145064578
1534,37.23243533789113,37.83937748152364,33.769310115810335,34.76387405395508,98175616
1534,34.62106595179938,36.314376711038825,33.662202599798455,35.09029769897461,100234353
1535,34.97809350697775,37.90568527457747,33.1572738097972,33.40719223022461,128962641
1535,33.05016557244734,33.09096879076804,30.765216865582396,32.29531478881836,99486543
1536,32.41772104945413,35.19230108140943,31.112035710512593,33.61119842529297,91753696
1537,32.93286141643845,35.65133799151324,32.12700916534631,35.289215087890625,76269898
1537,35.28920785261277,38.29840545362653,34.53435715709912,37.2324333190918,82586752
1538,37.2324333190918,37.2324333190918,37.2324333190918,37.2324333190918,0
1538,36.661201745013166,36.661201745013166,30.352087961124408,32.060699462890625,99142368
1539,35.09029703030885,37.875078918515236,33.41738966271954,37.62516403198242,124959351
1540,37.788379637155494,41.60853283449043,37.2375448767836,38.04849624633789,129509459
1540,38.221904974024824,40.10393121108824,35.64113890117429,40.02742385864258,105896750
1541,40.02742252412495,42.06755898525392,38.762540229625294,39.65509796142578,93594392
1541,39.27257784399342,42.74080270514758,39.11956663610356,40.85877990722656,103237027
1542,40.59356261437237,41.557525131169136,37.69146988117093,37.73227310180664,66188586
1543,37.64046757446646,41.567725809672254,37.130432581999564,40.81797409057617,79714821
1543,42.08795919539635,42.5826899186638,40.29264203639378,40.64966583251953,83959157
1544,40.52215699845785,42.06755924798037,39.17056566521182,40.4660530090332,62755768
1545,40.190635557389804,41.66973213348735,38.55852778303331,40.03762435913086,67482365
1545,39.619402553653345,40.41505318169948,37.640472412109375,37.640472412109375,50333579
1546,37.64046620876022,39.39498007528359,36.98252263328357,39.25217056274414,30229792
1546,39.2419736614467,40.5221567248524,38.15049892174548,38.40041732788086,74619726
1547,38.40551137266427,39.62449119777592,37.74246877372818,38.45651626586914,42334249
1548,38.26780456905932,40.18552762187681,37.747567965013246,39.49698257446289,49143938
1548,39.83361415137751,40.379349805274515,37.54356263994923,39.98662185668945,50760275
1549,39.98662185668945,39.98662185668945,39.98662185668945,39.98662185668945,0
1549,40.287541833443804,45.331774085166124,40.28244274395461,42.036956787109375,80006851
1550,42.40928540275829,43.505859410467174,41.7207401544721,43.03152847290039,74629358
1551,43.745571172094266,47.37190626329124,43.50585443467955,45.918312072753906,94857307
1551,46.66805732283188,48.53477919549056,43.21003092719632,43.33753967285156,104152267
1552,43.215130324848275,47.86663389344707,43.123322213657744,45.81629943847656,85499876
1552,45.846907049906584,46.861874483451054,43.459948374482366,44.158695220947266,66711346
1553,44.86764899534207,46.19883717164305,41.87375124668485,43.352848052978516,81330963
1554,43.43444052680988,44.352500559547295,42.78159612471518,42.929508209228516,60019314
1554,43.2049330195848,43.48035037679798,41.09849436732339,41.81254196166992,88289134
1555,42.23076752939165,44.01588295783122,40.99138770926901,42.43478012084961,82031067
1555,42.439881528431535,42.63879504171247,38.25760916657472,40.471153259277344,57777575
1556,41.30760939674385,41.50142031324773,40.36914584719572,40.680267333984375,14215236
1557,39.20626658622895,39.60919265756869,36.06956003501658,37.79347229003906,43155851
1557,37.257939725484526,38.32901106226292,36.34497866922188,36.84991455078125,41260877
1558,36.40108289540208,36.76320573081088,34.16713580841152,34.60576248168945,32100963
1558,34.677171316355874,36.66120376529661,34.5190610313854,35.41672134399414,33068853
1559,34.98829127111964,35.53402686002463,33.99882638541027,34.14163589477539,27319165
1560,34.60576423232702,37.834275383425066,32.6421352759662,36.814208984375,162513375
1560,36.84991272120392,37.65576485271786,34.80977644261456,35.23820495605469,106500220
1561,35.23820507859956,36.06446057198197,34.58536412879287,35.131099700927734,72653619
1561,35.70234290204313,37.23754355227369,35.350418177235106,36.253177642822266,123133601
1562,35.97266262855108,37.85978457730193,34.626173761291234,37.6812744140625,90581498
1563,38.00258626576919,38.03829039232166,36.370478672462994,36.977420806884766,63807600
1563,36.97742702961215,39.66530206996326,36.47249109703397,39.09916305541992,109028541
1564,39.10436661128341,40.11110456598172,37.68879904799421,38.47068405151367,66999493
1564,38.17428420328641,38.42980228027407,36.03304917468262,36.75871658325195,62455455
1565,36.69739888726177,38.37359393469937,36.554309023346406,37.4179573059082,49435601
1566,37.66324681298222,39.32411074988662,36.75360627848166,37.76545333862305,81624816
1566,37.24931352747984,38.087409186223375,36.058602354498944,36.932472229003906,88822789
1567,36.89158468799915,37.37706477688153,35.721313551682584,36.72294235229492,99235058
1567,37.05511937246587,41.434687025696576,36.825153796295,39.86069869995117,146279209
1568,40.36662368452388,40.525044342365355,37.923877989163174,38.25605010986328,116759087
1569,38.261162856603974,38.26627195529615,36.293679127616336,36.51853561401367,105811145
1569,36.69228248781363,36.8302597162105,36.365219505509316,36.538970947265625,12169272
1570,36.538975517778724,36.866038540994026,34.94454722722502,36.51853561401367,78723508
1571,36.74338802012773,36.845594555356584,35.20517387508955,35.818416595458984,79444973
1571,35.91551375535863,36.768940247892196,35.2613877241382,36.293678283691406,58898043
1572,35.797969798292016,36.22723931106325,34.94454337987517,35.43002700805664,69540482
1572,35.568004363559396,40.31040892222942,35.31248980324623,38.64443588256836,210449619
1573,38.21516562729354,38.53200690421458,36.59007593131204,37.10110855102539,77865807
1574,37.2442025086668,43.23352933579969,36.87114707593678,41.13828659057617,160493951
1574,41.57266136166588,45.788698969589795,41.39380081891569,44.669532775878906,205417906
1575,45.073258139001574,47.761300439835075,43.228424217916974,47.526222229003906,151686851
1575,47.78174034516984,48.26211496500123,45.59451256950249,47.526222229003906,133089917
1576,47.29114551740532,49.667458984165336,46.647241155270414,47.413795471191406,154438326
1577,47.01518258103949,56.21380533622104,46.79032611049199,53.24980545043945,190892953
