ts,open,high,low,close,volume
1609,162.13150292526103,163.16021251871908,155.26833632638787,157.63282775878906,21914623
1609,163.7743676713621,178.07392675302248,163.7743676713621,174.01026916503906,41187027
1609,176.55897946542157,181.12419949716164,174.88541125267005,179.6962890625,27360937
1609,183.27376175726263,210.40400802030254,183.27376175726263,206.8163299560547,40465452
1609,202.1589704351122,206.6627621305376,197.55793334193476,205.7415313720703,40941361
1609,208.81230891195193,212.9066662564766,200.11691449686265,208.18280029296875,33602605
1609,205.22462620128084,212.3948791091951,203.12115671822926,211.48899841308594,31301076
1610,214.442039568192,217.50770139283938,203.387270619221,207.02102661132812,37812033
1610,209.7744942676755,209.7744942676755,197.55283545658577,199.6000213623047,41409068
1610,197.2969206522297,206.96984338055364,194.48204739692812,205.31674194335938,29807407
1610,204.7179636579245,210.09180535432606,190.889254076982,197.04103088378906,49071540
1610,192.02544729157103,196.52923934349,188.35075736515313,188.85743713378906,35291824
1610,188.3354009972162,196.51899940270417,186.80512834311963,194.7635498046875,35681270
1610,192.81361539891844,200.5212485455792,192.31716903049607,196.47805786132812,25562120
1611,196.52924060084086,197.55283354378943,186.57482804724356,187.37322998046875,29315989
1611,191.30892948435982,201.32987253954408,189.82983791831336,200.31651306152344,38414903
1611,198.06462020448384,204.2061635010977,194.48205913848673,200.2653350830078,31462498
1611,200.36769664163708,209.9792054789657,200.36769664163708,208.81231689453125,34279480
1611,207.9422616870209,214.1042716022904,200.79759250275097,203.15696716308594,39134565
1611,203.08532878086692,203.08532878086692,196.40640542389826,197.29693603515625,27187873
1611,200.62358888754292,201.23774743582334,190.38770210968983,199.8661346435547,26709319
1611,194.48205868880788,196.02256472295926,188.34051540639442,189.31292724609375,32727648
1611,192.4399879228549,192.9466676640256,175.32045391986597,181.231689453125,49682386
1612,180.66359999191442,182.65959069938353,177.18338691709505,179.29710388183594,31545145
1612,180.15690811819647,189.3589821559257,172.66423327792793,188.23814392089844,45155655
1612,193.97025142393287,198.35121412910183,191.94866331046344,194.9835968017578,37993129
1612,196.99496104214836,201.54481720642505,194.22615199483266,198.83230590820312,38934313
1612,202.15897850792945,203.17745470481955,190.82272021555883,191.1298065185547,33141051
1612,191.9230815897095,207.1745710742633,190.9046194288277,206.76513671875,43924784
1612,210.45004410066676,212.39486768530392,205.1273838236236,209.93824768066406,29166742
1612,211.8780012115318,213.21378327394947,207.78875970720424,211.1973114013672,29309322
1613,215.9774242244693,215.9774242244693,198.0031916675046,203.18255615234375,42884872
1613,199.60000900454864,202.6707736161408,191.5136420458476,198.3205108642578,33642637
1613,198.32051505346047,202.56841579475167,191.87189939309388,191.92308044433594,30096631
1614,189.36410605440534,192.71124267578125,184.69653771322734,192.71124267578125,24488542
1614,191.92309407534967,193.45848355105997,173.70320081380476,177.59283447265625,54489751
1614,181.09862851972716,181.09862851972716,171.4513020464334,172.52606201171875,44236263
1614,165.30974892720462,170.42769942062912,162.64330190711422,164.91566467285156,41311143
1614,169.66514179114267,176.88656236559612,168.01204009554772,176.36453247070312,36970923
1614,180.66357645512846,180.76593854393647,174.55274811527883,178.92347717285156,27506035
1614,177.1066297436534,178.93885803222656,174.1945107519174,178.93885803222656,18835979
1614,176.56923969373184,176.56923969373184,165.2636816455026,166.62506103515625,32586125
1614,160.19692366666283,167.29552920884936,157.80173187322887,163.7743682861328,31153213
1615,165.30975080858883,171.30798452563312,153.98884233278463,156.09744262695312,38331925
1615,153.53848266601562,158.9123247097069,147.9087353496529,153.53848266601562,49243894
1615,161.72720617395052,164.94128096713868,160.1918166344157,160.9595184326172,42774782
1615,161.72719547864722,170.67336532544348,159.32175624284568,169.54742431640625,37735705
1615,172.42881635155965,176.56923817772886,169.55764520226526,174.75747680664062,34113673
1615,174.01027360961098,174.01027360961098,157.1210455534663,159.83355712890625,41472633
1615,162.23900363658555,166.32824500906105,160.4477228584127,165.3097686767578,24682314
1615,162.68937049421004,172.06544131065746,160.24298365662077,170.42770385742188,26410640
1616,170.93948701351846,175.60193856081685,170.68871252687057,171.8607177734375,20460520
1616,166.33332514693794,170.42256562054672,159.16818955236565,161.98306274414062,34148862
1616,163.26258098681006,164.28615986396917,152.97038200834348,157.5304718017578,41709389
1616,156.09742679659993,158.9839478598653,153.5998732532357,155.53956604003906,27210461
1616,156.09743254056806,156.148613589033,145.86153209862718,147.80123901367188,45374734
1616,143.56359307551605,150.13505230564334,143.32816865197384,149.2138214111328,33191800
1616,150.97949658026178,160.72919906798586,149.95590362801178,160.50912475585938,42678513
1616,160.44772325675376,163.6566673198063,156.10257658696978,159.47531127929688,28013837
1617,159.48042821012965,164.27594288988493,157.63284966734852,163.25234985351562,22752694
1617,163.20627893129108,166.927019047044,160.1917979606418,164.8849639892578,28898195
1617,165.71919669847486,171.70208073340285,165.46330547867356,168.88720703125,20400863
1617,170.40212475402473,172.05521234858762,167.29552896683438,170.12063598632812,16673203
1617,171.45131460402305,172.9866901117053,163.30864867436293,166.7427978515625,18834870
1617,170.38164414484706,170.38164414484706,159.75678909397374,163.7743682861328,24107664
1617,160.70360107809248,164.6239488611478,159.1682116538717,163.69760131835938,14167751
1617,165.8266682667463,165.8266682667463,158.65642904320075,159.6800079345703,16782634
1618,162.88382427528765,166.3537895033144,160.2429610560738,161.22048950195312,25307182
1618,160.3453403330902,170.42769808750393,160.24297823151178,166.1286163330078,24990777
1618,169.5371684008615,177.84359505953452,168.21673675206125,177.08102416992188,33307821
1618,173.9897925330884,174.77796103627637,170.51469617402617,172.47488403320312,22453446
1618,174.01028058013384,174.2150048084589,166.12863675637786,170.8576202392578,20765284
1618,171.45129496632268,186.54924142274152,169.5832357682197,186.29335021972656,36985827
1618,183.21232990248814,188.74483128721275,180.91948634878827,183.73435974121094,25710181
1618,179.72187275264847,183.17137127505902,178.00225424728552,182.04031372070312,22319357
1619,187.3169385455427,187.62402487290439,180.98603467552115,185.45401000976562,19424422
1619,185.45400339147116,190.89950715406158,184.25128379439485,190.13180541992188,20765768
1619,191.206567986427,194.4820567675653,177.69517852133973,178.6164093017578,46122597
1619,179.12820396229597,179.53763829876294,174.14333002173962,178.4116973876953,27325762
1619,180.66870019202608,191.9230622789586,180.15178708596002,187.84405517578125,42538705
1619,189.77867616275336,195.45448785419754,188.27400094740926,194.47695922851562,32555376
1619,190.8994901696604,200.6235800728486,188.29956039506274,198.6634063720703,46557190
1620,199.6000145942986,199.6000145942986,188.5964258663354,196.52923583984375,34142446
1620,196.52923242570967,198.34611052670905,187.38345558497272,187.97203063964844,27249352
